would_take_again,quality,difficulty,last_name,first_name
N/A,4.5,3.0,Luo,Sui
N/A,5.0,5.0,Miller,Jessica
N/A,3.0,3.5,Beamon,Benita
N/A,3.0,2.5,Hambrick,General
N/A,3.8,1.5,Sarka,Ebasa
N/A,4.8,3.5,Gonen,Tamir
N/A,3.8,3.0,Quinn,Thomas
N/A,5.0,4.0,Wallach,Jessica
N/A,4.0,3.0,Berk,Seth
N/A,5.0,3.0,Johnson,Tobias
N/A,1.8,4.0,Bonjour,Lawrence
N/A,5.0,2.5,Baig,Salman
N/A,3.3,3.0,Gruen,Peter
N/A,4.8,3.5,Irving,Ron
N/A,4.8,3.0,Kessler,Christian
N/A,5.0,3.0,Vyas,Poorvee
N/A,3.5,2.5,Leu,Janxin
N/A,4.8,3.0,Arney,Giada
N/A,3.3,2.5,Ammerlahn,Hellmut
N/A,3.3,2.5,Brill,Winston
N/A,1.5,3.0,Saxton,Matthew
N/A,4.0,3.0,Nelson,Wendel
N/A,5.0,2.0,Archer,Lauren
N/A,5.0,2.0,Inoue,Yuka
N/A,4.8,1.5,Hernandez,Morela
N/A,4.8,1.5,Chantel,Prat
N/A,1.0,4.5,Migliaccio,Giovanni
N/A,1.0,4.0,Parsons,Amber
N/A,4.8,2.5,Chen,Yeuan (Allen)
N/A,4.5,3.5,Kato,Masashi
N/A,5.0,1.0,Unwin,Molly
N/A,4.8,1.0,Bryand,Aja
N/A,4.8,5.0,Gabbay,Alyssa
N/A,1.0,3.5,Schmitt,Thomas
N/A,3.3,3.0,Hussain,Muzammil
N/A,3.3,3.5,White,Natalie
N/A,5.0,3.0,Sars,Nick
N/A,4.5,3.0,Hawkins,John David
N/A,4.8,1.5,Harvey,Jacquelyn
N/A,4.3,2.0,Barthel,Michael
N/A,5.0,3.5,Hicks,Nathaniel
N/A,5.0,2.5,Jordan-Squire,Christopher
N/A,5.0,2.0,Shue,Jonathan
N/A,5.0,3.0,Silberner,Joanne
N/A,4.5,3.0,Puthuval,Sarala
N/A,5.0,1.5,Edgar,Eugene
N/A,3.5,2.5,Davies,Joshua
N/A,4.8,2.5,Horwith,Micah
N/A,3.3,2.5,Hodges,Robert
N/A,2.8,1.5,Lee,Ha Na
N/A,5.0,4.0,Mougous,Joseph
N/A,2.0,2.5,McCabe,Robin
N/A,1.8,1.5,Paquette,Glenn
N/A,2.8,4.0,Erosheva,Elena
N/A,1.8,5.0,Wampler,Emma
N/A,5.0,3.0,Singh,Balbir
N/A,2.0,4.5,Klimova,Anna
N/A,5.0,1.0,Hämäläinen,Taija
N/A,5.0,2.0,Emmerman,Karen
N/A,2.3,3.0,Young,Thomas
N/A,3.0,2.0,Weaver,Misty
N/A,5.0,2.5,Dubovyk,Volodymyr
N/A,5.0,1.5,Dusen-Sullivan,Kirsten
N/A,2.5,2.5,Chon,Sora
N/A,5.0,1.0,Holliday,Ava
N/A,5.0,1.0,Hackett,Jacob
N/A,3.0,3.5,Schebra,Stephen
N/A,4.0,3.0,Hodges,Michael
N/A,3.0,3.5,Fera,Amedeo
N/A,2.5,4.5,Lopez,Jerry
N/A,3.5,2.0,Modica,Aaron
N/A,3.8,4.0,Lazowska,Ed
N/A,4.3,2.0,Smith,Patrick
N/A,5.0,2.5,Anderson,Susan
N/A,4.8,1.5,Jacroux,Richard
N/A,5.0,2.0,Adman,Nicholas
N/A,4.8,1.5,Koski-Karell,Daniel
N/A,5.0,1.5,Deyoung,Terri
N/A,5.0,2.5,Rosado,Treza J
N/A,4.8,1.5,Becerra,Rukmini
N/A,4.3,2.5,Howe,Emily
N/A,3.3,2.5,Park,Jonggun
N/A,4.5,1.0,Gibb,Cody
N/A,5.0,1.5,Schmidt,Miranda
N/A,2.0,4.0,Hsieh,Gary
N/A,5.0,1.5,Valenzuela,Dida
N/A,4.8,2.0,Stein,William
N/A,4.5,3.0,Arola,Dwayne
N/A,3.8,3.0,Shushan,Adrianne Audie
N/A,5.0,2.0,Chan,Christopher
N/A,3.8,1.5,McLean,Erin
N/A,4.3,1.0,Womack,Malcolm
N/A,1.8,5.0,Toth,Sandor
N/A,2.8,4.5,Wang,Sam
N/A,1.8,3.0,Henke,Alexander
N/A,5.0,2.0,Bertany,Edward
N/A,5.0,1.0,Mutti-Driscoll,Catherine
N/A,4.5,1.5,Rodriguez,Noralis
N/A,5.0,2.0,Tse,Justin
N/A,5.0,1.0,To,Jeff
N/A,5.0,3.5,Cox,Aaleen
N/A,4.0,1.0,Carlson,Jacob
N/A,2.8,2.5,Loucks,Kyle
N/A,2.8,2.0,Bolton,Susan
N/A,2.0,4.5,Skalski,John
N/A,3.3,2.0,Kolat,Yigit
N/A,4.8,3.0,Wan,Yali
N/A,3.5,4.0,Kotas,Jakob
N/A,5.0,3.5,GE,Weili
N/A,5.0,3.5,Aragon,Cecilia
N/A,4.5,1.5,Shrestha,Raj
N/A,3.0,2.0,Sorensen,Larry
N/A,2.5,2.0,Chen,Sophia
N/A,5.0,2.0,Beda,Steven
N/A,4.3,2.5,Pietsch,Ted
N/A,4.8,2.0,Bell,Thomas
N/A,4.8,3.5,Nelson,Garrett
N/A,5.0,2.0,Urita,Michiko
N/A,4.8,3.5,McCormack,Edward
N/A,5.0,3.5,Berg,John
N/A,5.0,2.5,Toscano,Carolina
N/A,3.0,4.0,Jenkins,Mary-Colleen
N/A,3.8,1.0,Venters,Scott
N/A,5.0,1.5,Tome,Joel
N/A,1.3,4.0,Gillon,Nick
N/A,1.3,5.0,Xie,Xinchen
N/A,5.0,1.5,Watts,Julie
N/A,4.8,2.0,Lewis,Jordan
N/A,4.5,2.0,Cohen,Anna
N/A,1.0,5.0,Wickhorst,Katherine
N/A,4.5,3.0,Umphress,Elizabeth
N/A,4.5,3.0,Lozar,Patrick
N/A,5.0,1.0,Grobelski,Tiffany
N/A,5.0,4.5,Simon,Noah
N/A,4.8,3.0,CHRISTINA,TAPIA
N/A,1.0,4.0,Parsons,Marilyn
N/A,4.0,1.0,Lefthand-Begay,Clarita
N/A,2.8,1.5,Hall,Alvis
N/A,4.8,3.0,Burgin,Alexandra
N/A,4.3,3.0,Boechler,Nicholas
N/A,4.8,2.5,Tan,Yong
N/A,5.0,2.0,Ivaska,Ilmari
N/A,2.0,3.5,Rishi,Susmita
N/A,5.0,3.5,Lei,Chi Hou
N/A,4.5,3.0,Bi,Nyan-Ping
N/A,4.0,1.5,Paredez,Alexander
N/A,5.0,2.0,Young,Tatiana
N/A,4.3,4.0,Motley,Michael
N/A,4.5,2.0,Ahlness,Ellen
N/A,1.0,4.0,Sen,Keya
N/A,2.0,1.0,Pierce,Deborah
N/A,5.0,3.0,Reisman,Andrea
N/A,3.3,2.0,Pool,Thomas
N/A,2.8,2.0,Carter,Michelle
N/A,4.3,3.5,Grant,Jenna
N/A,3.0,3.5,Lowy,Christopher
N/A,2.5,4.0,Chaovalitwongse,W. Art
N/A,5.0,4.5,Monster,Ross
N/A,4.3,3.0,Woo,Brent
N/A,4.3,3.0,Kim,Deok-Ho
N/A,5.0,4.0,Schlenker,Cody
N/A,3.5,3.5,Edelman,Rachel
N/A,4.5,3.5,Pfaendtner,Jim
N/A,4.3,2.5,Lee,Hon Leung
N/A,4.5,2.5,Renihan Legg,Diane
N/A,2.5,4.5,Stone,Wendy
N/A,1.0,3.5,Morrill-McClure,Karen
N/A,3.8,1.5,Gillespie,Katie
N/A,1.3,3.5,Warren,Jonathan
N/A,2.5,2.5,Oishi,Tanya
N/A,1.3,4.0,Ornelas,India
N/A,5.0,2.5,Swanson,Terry
N/A,5.0,3.0,Mohler,Justin
N/A,4.8,1.5,Heberling,Lydia
N/A,4.5,4.5,Sanders,Elizabeth
N/A,3.3,3.5,Sarkar,Pushpak
N/A,5.0,3.5,Nijssen,Bart
N/A,4.5,2.0,Gonzalez,Carmen
N/A,3.5,3.5,McClelland,Jesse
N/A,1.3,2.0,Bade,Nicole
N/A,4.5,3.0,Day,Leanne
N/A,5.0,2.5,Sullivan,Laura
N/A,5.0,3.0,Hahn,Andrew
N/A,3.5,3.5,Mobrand,Kate
N/A,4.0,2.5,Dagogo Jack,Sokiente
N/A,3.5,4.0,Brewer,Bonita
N/A,2.5,1.0,Whittaker,Joss
N/A,4.5,2.0,Rahbee,David
N/A,4.5,3.5,Wang,Lidan
N/A,3.0,4.0,Larson,Anna
N/A,5.0,3.5,Morris,Jacob
N/A,2.5,3.5,Deutsch,Curtis
N/A,3.5,3.5,Eskew,Joshua
N/A,2.5,3.0,Lee,Claire
N/A,3.0,3.0,Krishnakumar,Jyotsna
N/A,5.0,3.5,Wunderlich,Joey
N/A,4.5,2.5,Morrison,Steven
N/A,4.5,1.5,Berríos-Miranda,Marisol
N/A,3.0,4.0,Ranchigoda,Tanya
N/A,3.0,3.0,Peterson,Shane
N/A,1.0,4.0,Butman,David
N/A,5.0,4.0,Sparano,Joe
N/A,5.0,2.0,Sisay,Bukrab
N/A,5.0,1.0,Starritt,Matthew
N/A,3.5,4.0,Huang,Yue
N/A,3.0,3.5,Gale-Schreck,Benjamin
N/A,4.5,3.0,Louie,Cameron
N/A,2.5,3.5,Istanbulluoglu,Erkan
N/A,4.0,1.5,Schlesinger,Lauren
N/A,2.5,3.0,Agarwal,Shikha
N/A,3.0,3.5,Delawyer,Tanner
N/A,3.0,3.0,Judd,Bettina
N/A,3.5,4.0,Curtis,Asher
N/A,3.0,2.5,Sun,Min
N/A,4.5,2.0,Hwang,Jenq-Neng
N/A,5.0,2.0,Destin,Sarah
N/A,5.0,2.5,Wighs,Robert
N/A,5.0,3.0,Vogliano,Chris
N/A,2.5,3.0,Rocap,Gabrielle
N/A,2.0,2.5,Zuberec,Sarah
N/A,5.0,2.0,Harris,Keith
N/A,5.0,1.0,Haim,Mark
N/A,3.5,3.0,Mitchell,Ryan
N/A,2.0,4.0,Acikmese,Behcet
N/A,1.0,3.0,Bayo-Urban,Ivette
N/A,4.5,4.5,Zirul,Jeffrey
N/A,3.5,3.5,Paul,Raghav
N/A,4.0,3.5,Linz,David
N/A,5.0,2.5,Garcia,Edgar
N/A,2.5,5.0,Carson,Ronald
N/A,3.0,4.5,Sanai,Sajid
N/A,3.0,3.5,Dunster,Gideon
N/A,4.0,3.5,Turns,Jennifer
N/A,5.0,2.5,Root,Randal
N/A,5.0,1.0,Brozik,Liam
N/A,3.5,1.5,Jiang,Shuo
N/A,5.0,2.0,McLeod,Dave
N/A,3.5,4.0,Paz,Dan
N/A,1.0,4.5,Roberts,Marilyn
N/A,5.0,2.5,Kipling,Tyler
N/A,1.5,3.5,Kim,Amy
N/A,4.5,3.5,Kollman,Justin
N/A,4.5,3.5,Solomon,Evan
N/A,5.0,3.5,Lanfear,Charles
N/A,5.0,4.0,Ostendorf,Mari
N/A,2.5,2.5,Fritzen,Janny
N/A,1.5,3.5,McLerran,Larry
N/A,4.0,3.0,Moon,Danbee
N/A,3.5,5.0,Eptaminitakis,Nikolas
N/A,5.0,3.5,Anderson,Robert
N/A,5.0,3.5,Sancken,Lauren
N/A,1.0,2.5,Balaam,David
N/A,2.5,2.5,Aaronson,Barry L.
N/A,5.0,1.0,Bradshaw-Yerby,Alexandra
N/A,4.0,2.0,Kladouris,Dino
N/A,5.0,4.5,Lee,Michael
N/A,4.5,3.5,Pardeshi,Soham
N/A,3.0,4.0,Heare,Jake
N/A,5.0,2.0,Hernandez,Chelsea
N/A,4.0,3.0,Otanez,Andrea
N/A,3.0,4.0,Sandoval,Edgar
N/A,5.0,2.0,Needham,Matthias
N/A,3.5,3.0,Babb,Mike
N/A,1.0,4.5,Weaver,Jordan
N/A,4.0,4.5,Kottapalli,Kalyan
N/A,4.5,3.5,Babbie,Raymond
N/A,4.5,3.5,Partnow,Jessica
N/A,1.5,3.5,Cobb,Corie
N/A,5.0,3.0,Sherry-Wagner,Jordan
N/A,3.0,1.5,Rhymer,Jen
N/A,3.0,4.5,Raiti,John
N/A,4.5,1.0,Canales,Gabriela
N/A,5.0,3.0,Maurer,Brett
N/A,5.0,2.5,Tuttle,Sarah
N/A,4.0,2.0,Hazard,July
N/A,3.5,4.0,Mare,Shrirang
N/A,5.0,1.0,Bruns,Jay
N/A,1.5,3.5,Calimpong,Granite
N/A,4.5,3.0,Callow,Megan
N/A,3.0,4.0,Frantece,Brittney
N/A,2.0,3.5,Mao,Junwei
N/A,1.5,1.0,Cox,Christopher
N/A,5.0,1.5,Roos,Liina-Ly
N/A,4.5,2.5,Mariam,Misha
N/A,5.0,3.0,O'Neil,Kate
N/A,5.0,4.0,Jiang,Shaoyi
N/A,5.0,4.5,Findlater,Leah
N/A,1.5,3.0,Rivin,Beth
N/A,3.8,2.5,Thorne,John
N/A,5.0,3.5,Brekke,Anjuli
N/A,1.5,1.5,Grue,Christian
N/A,3.0,3.5,Oshima,Ken
N/A,2.5,4.5,McPherson,Rick
N/A,1.0,3.5,Minor,Olive
N/A,1.0,4.5,Chen,Zihao
N/A,5.0,3.5,Clark,Nate
N/A,2.5,1.5,Sturman,Richard
N/A,3.0,3.5,Kuheim,Heidi
N/A,5.0,3.5,Kaplan,Sydney
N/A,4.0,2.5,Stone,John
N/A,4.8,3.5,Ding,Ziran
N/A,5.0,2.5,Romero,Fabian
N/A,4.5,1.5,Wrenn,Christopher
N/A,5.0,1.5,Simas,Anna
N/A,3.5,2.0,Kim,Daehyun
N/A,5.0,1.0,Anderson,Chris
N/A,2.5,3.5,Lee,Stephanie
N/A,3.5,2.5,Peck,Charles
N/A,3.5,3.5,Xu,Liping
N/A,5.0,3.5,Brunjes,Ben
N/A,5.0,3.0,Sandell,Kallie
N/A,3.0,4.0,Sullivan,Brooke
N/A,2.0,5.0,Licht,Alexis
N/A,5.0,3.0,Reid,Joshua
N/A,3.0,3.5,Hovik,Melissa
N/A,4.0,3.0,Day,Jennifer
N/A,3.5,3.5,Shao,Chujian
N/A,2.5,2.0,Oliveira,Nigini
N/A,4.0,2.5,Huerter,Sofia
N/A,4.8,3.0,Blaney,Justin
N/A,3.0,4.5,Thakar,Vaishnavi
N/A,5.0,1.0,Rice,Alicia
N/A,4.5,3.0,Kohno,Tadayoshi
N/A,3.0,2.5,Keating,Cricket
N/A,5.0,2.5,Beach,Lindsey
N/A,3.5,4.5,Yirga,Fanaye
N/A,3.0,3.0,Tournay,Robert
N/A,5.0,2.0,Mack,Edward
N/A,5.0,2.5,Paterson,Chay
N/A,3.5,4.0,Golubnichiy,Kirill
N/A,2.5,4.0,Spivak,Boris
N/A,4.8,1.0,Grazewski,Michael
N/A,2.5,4.5,Mosca,Matthew
N/A,4.5,4.0,Fling,Brian
N/A,5.0,3.5,Musazay,Fatema
N/A,3.5,4.0,Thomas,Terry
N/A,3.0,2.5,Brown,William
N/A,5.0,2.0,Moran,Peter
N/A,5.0,3.5,Werk,Jessica
N/A,2.0,1.5,Pursell,Fred
N/A,3.0,2.5,Anantram,Anant
N/A,2.5,2.5,Lee,Tom
N/A,2.0,3.0,Chen,Mark
N/A,1.5,3.5,Sambor,Alyssa
N/A,5.0,2.5,Wirsing,Aaron
N/A,5.0,3.5,Shahan,Emily
N/A,4.0,2.5,Spector,Jacqueline
N/A,3.0,4.5,Cosgrove,Timothy
N/A,5.0,2.5,Carr,Thomas
N/A,3.5,3.5,Andelin,Adrian
N/A,5.0,4.0,Hatch,Teshika
N/A,1.5,1.0,Heerwagen,Dean
N/A,4.5,2.0,Magelssen,Scott
N/A,5.0,3.5,Schoening,Krista
N/A,3.5,3.0,Erickson,Gary
N/A,4.5,3.0,Blaine,Patrick
N/A,4.0,2.0,Bourns,Brenda
N/A,5.0,2.0,Monroe,Allen
N/A,1.0,4.0,Vosko,Elizabeth
N/A,5.0,1.0,Vellela,Melissa
N/A,5.0,2.0,Garner,Michelle
N/A,5.0,1.0,Nagda,Biren
N/A,2.0,1.0,Liaw,Susanne
N/A,1.5,3.0,Petraesk,Stanislav
N/A,4.0,2.0,Erickson,Laura
N/A,3.5,2.0,Larsen,Brian
N/A,5.0,3.0,Fredericks,Rachel
N/A,1.0,1.0,Seitz,Steven
N/A,4.0,3.0,Siegel,Stephan
N/A,4.0,3.0,Thielmann,Heidi
N/A,4.5,2.0,Pong,Ting Kei
N/A,5.0,2.0,Brandl,Klaus
N/A,5.0,1.0,Hakala,Leann
N/A,2.5,5.0,Close,Angela
N/A,5.0,4.0,Osborn,Brad
N/A,5.0,2.0,Cordova,Dorothy
N/A,5.0,4.0,Fox,Nancy
N/A,5.0,3.0,Whitrock,Jana
N/A,5.0,4.0,McGann,Christopher
N/A,5.0,1.0,Kirk,Alex
N/A,5.0,3.0,MacCorkle,Kate
N/A,5.0,1.0,Watt,Michael
N/A,5.0,1.0,Luchtel,Daniel
N/A,3.0,3.0,Chance,Maia
N/A,2.0,4.0,Bilbo,Davy
N/A,1.5,1.0,Illich,Lisa
N/A,4.5,4.0,Doellefeld,Christoph
N/A,4.5,4.0,Herting,Jerry
N/A,3.0,4.0,Susarla,Anjana
N/A,3.0,2.0,Yoo,Mina
N/A,2.0,4.0,Ritcey,James
N/A,4.0,2.0,Habell-Pallan,Michelle
N/A,4.0,5.0,You,Setthivoine
N/A,5.0,1.0,Bluhm,Dustin
N/A,1.0,3.0,Cantor,Ross
N/A,5.0,4.0,Alford-Bashaw,Ashley
N/A,2.5,2.0,Johnson,Mikala
N/A,5.0,3.0,Fisher,Shauna
N/A,2.5,3.0,Saxberg,Borje
N/A,4.5,3.0,Miyata,Edwin
N/A,5.0,2.0,Patakfalvi,Zsolt
N/A,2.0,1.0,Kerr,Donna
N/A,3.0,2.0,Ovchinnikova,Ekaterina
N/A,5.0,4.0,Banik,Tenley
N/A,5.0,3.0,Wilbanks,Dylan
N/A,5.0,1.0,Shapiro,David
N/A,4.0,2.0,Holmquist,Barbara
N/A,3.0,1.0,Behler,Diana
N/A,5.0,2.0,Hughes,Seam
N/A,4.5,1.0,Adee,Bruce
N/A,4.0,2.0,Sheppard,Craig
N/A,4.5,2.0,Lin,Yuan
N/A,2.5,2.0,Matthews,Steven
N/A,2.0,4.0,Nelson,Peter
N/A,5.0,3.0,Kelly,Brook
N/A,1.0,5.0,Scheideman,Jason
N/A,5.0,2.0,Scheufler,Eric
N/A,3.0,3.0,Feldman,Erika
N/A,5.0,1.0,Kohlmeyer,Bliss
N/A,3.5,3.0,Tekotte,Britta
N/A,5.0,1.0,Franklin,Jeshua
N/A,5.0,1.0,Beebe,Lisa
N/A,4.5,2.0,Lombard,John
N/A,1.5,2.0,Obbards,Nathan
N/A,5.0,4.0,Canfield-Budde,David
N/A,5.0,1.0,Loebman,Sarah
N/A,4.0,1.0,Hellman,Donald
N/A,4.0,4.0,Shorte,Heather
N/A,5.0,3.0,Rao,Rajesh
N/A,2.0,4.0,Hsu,Lin-Chi
N/A,4.5,5.0,Yip,Chak Lam
N/A,1.0,4.0,Greaves,Richard
N/A,5.0,2.0,Dunkin,David
N/A,3.5,3.0,Sullivan,Jessica
N/A,5.0,3.0,Morka,Agata
N/A,1.0,4.0,Olson,Maynard
N/A,4.0,3.0,Powell,Janet
N/A,5.0,1.0,Demorest,Steven
N/A,5.0,3.0,Sanchez,Antonio
N/A,1.5,4.0,Paul,Sudip
N/A,2.0,4.0,Sweet,Eric
N/A,3.0,1.0,Forest,Adam
N/A,1.5,3.0,Wasser,Samuel
N/A,2.0,5.0,Preszler,Jason
N/A,4.5,2.0,Hamberg,Stephan
N/A,4.5,4.0,Brewer,Matt
N/A,5.0,2.0,Howard,Michael
N/A,5.0,3.0,Thornock,Jacob
N/A,5.0,1.0,Schruth,Caroline
N/A,4.5,4.0,Trainor,Meghan
N/A,4.0,3.0,Catling,David
N/A,5.0,5.0,Lawarree,Jacques
N/A,5.0,2.0,Lassen,Amy
N/A,5.0,3.0,Dove,Katja
N/A,5.0,4.0,Yeo,Jeomja
N/A,5.0,1.0,Stamper,Rob
N/A,5.0,2.0,Elg,Aija
N/A,5.0,2.0,Torres,Nicole
N/A,5.0,2.0,Schwab,Eric
N/A,4.0,3.0,Hill,Heather
N/A,4.5,1.0,Pogwizd,Leah
N/A,5.0,2.0,Moench,Peter
N/A,5.0,2.0,Lebo,Kate
N/A,4.0,3.0,Morris,Robert
N/A,2.0,3.0,Gamble,Chris
N/A,5.0,3.0,McFarling,Usha
N/A,4.0,3.0,Eshleman,Laura
N/A,3.5,2.0,Mai,Hui
N/A,1.5,4.0,Mount,Jill
N/A,5.0,5.0,Lindholm,Philip
N/A,4.5,1.0,Bass,Zach
N/A,5.0,1.0,Thomas,Timothy
N/A,2.5,3.0,House,Peter
N/A,5.0,1.0,Evans,Dan
N/A,2.5,3.0,Parpoulova,Petia
N/A,5.0,4.0,Grout,Thomas
N/A,4.0,4.0,Mendoza,Simon
N/A,4.5,3.0,Huang,Yufan
N/A,5.0,4.0,Hutchens,Walter
N/A,5.0,2.0,Melbo,Wesley
N/A,5.0,2.0,Scott,Taylor
N/A,4.0,2.0,Judith,Laughlin
N/A,5.0,5.0,Pagano,Annamaria
N/A,5.0,5.0,Lehner,Jeremy
N/A,1.5,4.0,Evans,David
N/A,4.5,3.0,Kim,Seik
N/A,2.5,3.0,Rhines,Peter
N/A,4.5,2.0,Christian,Joy
N/A,5.0,1.0,Bodnar,Erin
N/A,5.0,3.0,McAvoy,Alex
N/A,3.5,1.0,Ceron Valdes,Mario
N/A,1.0,3.0,Montgomery,Lauren
N/A,5.0,2.0,Niceley,Katherine
N/A,5.0,1.0,Jordan,Amy
N/A,4.5,3.0,Andrews,Walter
N/A,5.0,1.0,Yang,Joyce
N/A,5.0,2.0,Rae,James
N/A,4.5,3.0,McCalden,Katherine
N/A,4.5,3.0,Hassairi,Nail
N/A,5.0,2.0,Monroe-Cooke,Brenna
N/A,5.0,2.0,Tsutsui,Michio
N/A,4.5,2.0,Thomas,David
N/A,4.5,2.0,Melniciuc,Margarita
N/A,1.0,1.0,Pasternack,Jonathon
N/A,4.0,4.0,Akey,Josh
N/A,2.0,3.0,Zheng,Xiqing
N/A,2.0,4.0,Cardillo,Gina
N/A,5.0,2.0,Caday,Peter
N/A,5.0,3.0,Lilje,Nathan
N/A,4.0,2.0,Chinn,Logan
N/A,5.0,3.0,Lewis,Britt
N/A,1.0,5.0,Destler,Katharine
N/A,4.5,2.0,Kroiss,Steve
N/A,5.0,3.0,Collins,Brian
N/A,5.0,2.0,Cooper,Betsy
N/A,4.5,3.0,Sullivan,Kirsten
N/A,4.0,1.0,Lin,Bennett
N/A,3.5,3.0,Rankin,Leah
N/A,4.5,2.0,Madison,Elizabeth
N/A,1.5,4.0,Smith,Richard
N/A,4.5,1.0,Ramsey-Bammert,Gaye
N/A,5.0,2.0,Black,Russell
N/A,4.0,3.0,Clifton,Scott
N/A,5.0,3.0,Packel,Adrian
N/A,1.0,5.0,Swanson,Jonathan
N/A,5.0,2.0,Davis,Katie
N/A,4.5,1.0,Cline,Amy
N/A,5.0,2.0,Haines,Emily
N/A,5.0,1.0,Huntleigh,Amanda
N/A,1.0,4.0,Lehman,Dawn
N/A,5.0,3.0,Stappenbeck,Cindy
N/A,4.0,2.0,Robbins,Derek
N/A,5.0,2.0,Langley,Bridget
N/A,5.0,1.0,Nech,Aaron
N/A,5.0,3.0,Avery,Ryan
N/A,5.0,2.0,Foucher,Clementine
N/A,4.0,4.0,Rim,Donsub
N/A,4.5,2.0,Rodriguez-Pastor,Ana
N/A,3.5,3.0,Florez Perez,Martha
N/A,5.0,2.0,Ney,Peter
N/A,3.0,3.0,Vaughan,Miceal
N/A,3.0,2.0,Chamberlain,James
N/A,1.0,4.0,Jain,Shailendra
N/A,5.0,2.0,Clayton,Andrew
N/A,5.0,2.0,Dubiel,Veit
N/A,2.0,2.0,Liu,Jing
N/A,4.0,2.0,Arias,Abel
N/A,4.5,3.0,Jalilipour Alishah,Elnaz
N/A,5.0,3.0,Martinez,Vicente
N/A,1.0,4.0,Belyayev,Alexey
N/A,5.0,1.0,Ahn,Hyun Jung
N/A,5.0,2.0,Chanez,Andrew
N/A,5.0,3.0,Arteaga,Rachel
N/A,5.0,2.0,Citrin,David
N/A,5.0,3.0,Morris,Brett
N/A,5.0,2.0,Roberto,Michael
N/A,5.0,2.0,Burch,Tyler
N/A,3.0,2.0,Meeker,Kathleen
N/A,5.0,1.0,Kaeberlein,Matt
N/A,4.5,1.0,Scullion,Jason
N/A,5.0,1.0,Donaldson,Ashley
N/A,5.0,3.0,Parslow,Joakim
N/A,5.0,2.0,Bruns,Angela
N/A,1.0,5.0,Edwards,Paul
N/A,4.5,2.0,Lenferna,Georges
N/A,5.0,4.0,Reichard,Sarah
N/A,5.0,3.0,Theobald,Roderick
N/A,1.0,3.0,Berninger,Virginia
N/A,4.5,2.0,Lathe,Chloe
N/A,4.0,4.0,Etnyre,William
N/A,5.0,3.0,Affolter,Emily
N/A,3.5,4.0,Kelley,Deborah
N/A,4.0,2.0,Richardson,Thomas
N/A,5.0,1.0,Rehkop,Dolph
N/A,4.5,2.0,Tuscano,Carolina
N/A,5.0,2.0,Schiff,Melissa
N/A,1.5,3.0,Montoya Perez,Heidi
N/A,4.0,2.0,Augerot,James
N/A,3.0,4.0,Dukes,Roland
N/A,2.5,3.0,Su,Yang
N/A,5.0,1.0,Maxwell,Michael
N/A,5.0,3.0,Carll,Erin
N/A,5.0,3.0,Meshke,John
N/A,5.0,2.0,Wang,Wenhan
N/A,4.5,2.0,Jones,Elisabeth
N/A,5.0,3.0,Thorpe,Maggie
N/A,3.0,1.0,Spence,Leah
N/A,3.0,4.0,Shojaie,Ali
N/A,5.0,1.0,Goeden,Cassidy
N/A,1.0,5.0,Sawada,Kim
N/A,3.5,4.0,Martinkova,Patricia
N/A,4.0,3.0,Neward,Ted
N/A,4.5,4.0,Mahoney,Joe
N/A,4.5,4.0,Larson,Tim
N/A,4.5,2.0,Hunt-Walker,Nicholas
N/A,5.0,2.0,Rodgers,Cyrus
N/A,3.5,1.0,Campoy,Adriana
N/A,3.0,4.0,Chapman,Ian
N/A,3.5,2.0,Sundstrom,Jacob
N/A,4.0,4.0,Huang,Jingtao
N/A,5.0,3.0,Russ,Karina
N/A,1.0,2.0,Dowden,Patricia
N/A,5.0,3.0,Van Huele,Yannick
N/A,5.0,3.0,Lo,Kyle
N/A,5.0,2.0,McGlynn-Wright,Annie
N/A,4.0,2.0,Engle,Abraham
N/A,5.0,4.0,wood,robert
N/A,5.0,5.0,Epstein,Jonathan
N/A,4.0,3.0,Harmon,James
N/A,4.5,2.0,Jennings,Sara
N/A,5.0,3.0,Maddox,Ross
N/A,2.0,4.0,Bandaogo,Mahama
N/A,4.5,2.0,Stofleth,Daniel
N/A,5.0,2.0,Morris,Julia
N/A,2.0,4.0,Kang,Haein
N/A,5.0,2.0,Feller,Traci
N/A,5.0,3.0,Weatherford,Alan-Michael
N/A,5.0,1.0,Dowell,Courtney
N/A,5.0,4.0,Granato,Hollie
N/A,4.0,3.0,Morton,Paul
N/A,2.5,3.0,Carney,Megan
N/A,5.0,4.0,Horner-Devine,Alex
N/A,5.0,3.0,Parks,Elizabeth
N/A,5.0,3.0,McKenna,Kevin
N/A,4.0,2.0,Wang,Zhenan
N/A,1.0,4.0,Borror,Patrick
N/A,5.0,4.0,Dhar,Amrit
N/A,2.0,5.0,Beck,Linda
N/A,5.0,2.0,Murray,Alex
N/A,1.0,5.0,Cruz,Julio
N/A,1.0,5.0,Siebenthall,Kyle
N/A,2.0,5.0,Roeder,Charles
N/A,2.5,3.0,Holleman,Elizabeth
N/A,3.5,4.0,Bedard-Gilligan,Michele
N/A,2.0,3.0,Magaret,Amalia
N/A,3.0,3.0,Evans,Albert
N/A,3.0,4.0,Barns,Rory
N/A,5.0,4.0,Rowangould,Dana
N/A,3.0,3.0,Rosner,Daniela
N/A,4.5,3.0,Osborne,Paul
